Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MK584893,,"Geng,H.",2019-04-17T00:00:00Z,Staphylococcus phage vBSM-A1,Kayvirus,Herelleviridae,dsDNA,140654,GenBank,complete,,,,China,,Staphylococcus aureus,,2017-04-12,,"Staphylococcus phage vBSM-A1, complete genome"
MK656892,,"Geng,H.",2019-04-10T00:00:00Z,Staphylococcus phage vBSP-A2,Kayvirus,Herelleviridae,dsDNA,136528,GenBank,complete,,,,China,,Staphylococcus aureus,,2017-05-10,,"Staphylococcus phage vBSP-A2, complete genome"
MK618716,SRR8869228,"Klotz,K., Korn,A., Newkirk,H., Liu,M., Gill,J.J., Ramsey,J.",2019-04-02T00:00:00Z,Staphylococcus phage Sebago,Phietavirus,Siphoviridae,dsDNA,43878,GenBank,complete,,,1,USA: MN,MN,Staphylococcus aureus,,2017,SAMN11360406,"Staphylococcus phage Sebago, complete genome"
AP019522,,"Peng,C., Tomoko,H., Azam,A.H., Cierra,L., Ung,P., Takeaki,M., Miyanaga,K., Tanji,Y.",2019-03-14T00:00:00Z,Staphylococcus phage MR003,Silviavirus,Herelleviridae,dsDNA,132152,GenBank,complete,,,,Japan:Tokyo,,Staphylococcus aureus subsp. aureus RN4220,,2018-06-05,SAMD00155773,"Staphylococcal phage MR003 DNA, complete genome"
MH107118,,"Cha,Y., Chun,J., Son,B., Ryu,S.",2019-02-20T00:00:00Z,Staphylococcus virus CSA13,Rosenblumvirus,Podoviridae,dsDNA,17034,GenBank,complete,,,1,South Korea,,Staphylococcus aureus,,2017-07-30,,"Staphylococcus phage CSA13, complete genome"
MK331930,,"Dyatlov,I.A., Aleshkin,V.A., Aleshkin,A.V., Afanas'Ev,S.S., Svetoch,E.A., Volozhantsev,N.V., Efimova,O.G., Vasyliev,D.A., Zolotukhin,S.N., Amerkhanova,A.M., Kiseleva,I.A., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Bannov,V.A., Rubalskiy,M.O.",2019-02-06T00:00:00Z,Staphylococcus phage CH1,Kayvirus,Herelleviridae,dsDNA,138057,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage CH1, complete genome"
MK348510,,"Kiljunen,S., Van der Auwera,J., Tuomala,H., Skurnik,M.",2019-02-06T00:00:00Z,Staphylococcus phage vB_SauS_fPfSau02,Triavirus,Siphoviridae,dsDNA,45108,GenBank,complete,,,,Finland,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauS_fPfSau02, complete genome"
MK211557,,"Liu,Z., Teng,T.",2019-01-30T00:00:00Z,Staphylococcus phage Henu2,Phietavirus,Siphoviridae,dsDNA,43513,GenBank,complete,,,,China,,Staphylococcus aureus,,2017-05-07,,"Staphylococcus phage Henu2, complete genome"
MK417514,,"Lehman,S.M., Mearns,G., Rankin,D., Cole,R.A., Smrekar,F., Branston,S.D., Morales,S.",2019-01-30T00:00:00Z,Staphylococcus virus Sa83,Kayvirus,Herelleviridae,dsDNA,146004,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus virus Sa83, complete genome"
MK417515,,"Lehman,S.M., Mearns,G., Rankin,D., Cole,R.A., Smrekar,F., Branston,S.D., Morales,S.",2019-01-30T00:00:00Z,Staphylococcus virus Sa87,Kayvirus,Herelleviridae,dsDNA,149108,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus virus Sa87, complete genome"
MK417516,,"Lehman,S.M., Mearns,G., Rankin,D., Cole,R.A., Smrekar,F., Branston,S.D., Morales,S.",2019-01-30T00:00:00Z,Staphylococcus virus J-Sa36,Kayvirus,Herelleviridae,dsDNA,148312,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus virus J-Sa36, complete genome"
MK250904,,"Ji,Y., Han,W., Gu,J.",2019-01-13T00:00:00Z,Staphylococcus phage VB-SavM-JYL02,Kayvirus,Herelleviridae,dsDNA,141384,GenBank,complete,,,,China,,Staphylococcus aureus,,2017-06-07,,"Staphylococcus phage VB-SavM-JYL02, complete genome"
MK290764,,"Botka,T., Ruzickova,V.",2019-01-13T00:00:00Z,Staphylococcus virus B122,Phietavirus,Siphoviridae,dsDNA,43108,GenBank,complete,,,,Czech Republic,,Staphylococcus aureus,,2007,,"Staphylococcus virus B122, complete genome"
MH972260,,"Bari,S.M.N., Hernandez,A.C., Hatoum-Aslan,A.",2018-12-04T00:00:00Z,Staphylococcus virus Pabna,Rosenblumvirus,Podoviridae,dsDNA,17700,GenBank,complete,,,,USA,,Staphylococcus aureus subsp. aureus RN4220,,2015-08-25,,"Staphylococcus phage Pabna, complete genome"
MG557618,,"Seo,H.S., Na,H., Ryu,S.",2018-11-30T00:00:00Z,Staphylococcus phage HSA30,Kayvirus,Herelleviridae,dsDNA,140358,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage HSA30, complete genome"
MG557619,,"Seo,H.S., Na,H., Ryu,S.",2018-11-30T00:00:00Z,Staphylococcus phage HSA84,Phietavirus,Siphoviridae,dsDNA,42650,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage HSA84, complete genome"
MH159197,,"Ji,Y., Han,W., Gu,J.",2018-10-29T00:00:00Z,Staphylococcus phage VB_SavM_JYL01,Kayvirus,Herelleviridae,dsDNA,141384,GenBank,complete,,,,China,,Staphylococcus aureus,,2017-05-30,,"Staphylococcus phage VB_SavM_JYL01, complete genome"
MH384260,,"Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.",2018-09-18T00:00:00Z,Staphylococcus phage SA780ruMSSAST101,Biseptimavirus,Siphoviridae,dsDNA,43184,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,,2015,,"Staphylococcus phage SA780ruMSSAST101, complete genome"
MH384259,,"Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.",2018-07-25T00:00:00Z,Staphylococcus phage SA1014ruMSSAST7,Biseptimavirus,Siphoviridae,dsDNA,43504,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,,2015,,"Staphylococcus phage SA1014ruMSSAST7, complete genome"
MH384261,,"Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.",2018-07-25T00:00:00Z,Staphylococcus phage SA137ruMSSAST121PVL,Triavirus,Siphoviridae,dsDNA,45999,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,blood,2007,,"Staphylococcus phage SA137ruMSSAST121PVL, complete genome"
MH401414,,"Dmitrenko,O.A., Alkhovsky,S.V., Balbutskaya,A.",2018-07-25T00:00:00Z,Staphylococcus phage SA45ruMSSAST97,Biseptimavirus,Siphoviridae,dsDNA,43454,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,,2007,,"Staphylococcus aureus phage SA45ruMSSAST97, complete genome"
MH401415,,"Dmitrenko,O.A., Balbutskaya,A., Alkhovsky,S.V.",2018-07-25T00:00:00Z,Staphylococcus phage SA537ruMSSAST97,Biseptimavirus,Siphoviridae,dsDNA,43458,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,,2015,,"Staphylococcus aureus phage SA537ruMSSAST97, complete genome"
MH401416,,"Dmitrenko,O.A., Balbutskaya,A., Alkhovsky,S.V.",2018-07-25T00:00:00Z,Staphylococcus phage SA345ruMSSAST8,Biseptimavirus,Siphoviridae,dsDNA,42735,GenBank,complete,,,,Russia: Moscow,,Staphylococcus aureus,,2015,,"Staphylococcus aureus phage SA345ruMSSAST8, complete genome"
MH321492,SRR8788599,"Marc,A., Cater,K., Kongari,R., Hatoum-Aslan,A., Young,R.F. III, Liu,M., Young,R.F.",2018-07-21T00:00:00Z,Staphylococcus phage Lorac,Phietavirus,Siphoviridae,dsDNA,43147,GenBank,complete,,,1,"USA: Tuscaloosa, AL",AL,Staphylococcus aureus,,2015-08,SAMN11260821,"Staphylococcus phage Lorac, complete genome"
MH356730,,"Wang,J., Sun,H., Ren,H.",2018-07-07T00:00:00Z,Staphylococcus phage VB-SauS-SA2,Sextaecvirus,Siphoviridae,dsDNA,89055,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage VB-SauS-SA2, complete genome"
MH025825,,"Abdurahman,M.A., Tosun,I., Kilic,A.O.",2018-05-08T00:00:00Z,Staphylococcus phage trsa10,,Siphoviridae,dsDNA,1446,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage trsa10 endolysin gene, complete cds"
MH025826,,"Abdurahman,M.A., Tosun,I., Kilic,A.O.",2018-05-08T00:00:00Z,Staphylococcus phage trsa14,,Siphoviridae,dsDNA,1446,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage trsa14 endolysin gene, complete cds"
MH025827,,"Abdurahman,M.A., Tosun,I., Kilic,A.O.",2018-05-08T00:00:00Z,Staphylococcus phage trsa15,,Siphoviridae,dsDNA,1446,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage trsa15 endolysin gene, complete cds"
MH104949,,"Abdurahman,M.A., Tosun,I., Kilic,A.O.",2018-05-02T00:00:00Z,Staphylococcus virus 52a,Phietavirus,Siphoviridae,dsDNA,1446,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus virus 52a endolysin gene, complete cds"
MH136584,,"He,Y., Shi,H., Sun,Y.",2018-04-21T00:00:00Z,Staphylococcus phage HYZ21,Kayvirus,Herelleviridae,dsDNA,139675,GenBank,complete,,,,China,,Staphylococcus aureus,,2016-07-30,,"Staphylococcus phage HYZ21, complete genome"
MH107769,SRR6764339,"Philipson,C.W., Voegtly,L.J., Lueder,M.R., Long,K.A., Rice,G.K., Frey,K.G., Biswas,B., Cer,R.Z., Hamilton,T., Bishop-Lilly,K.A.",2018-04-16T00:00:00Z,Staphylococcus phage vB_SauM_0414_108,Kayvirus,Herelleviridae,dsDNA,151627,GenBank,complete,,,1,,,Staphylococcus aureus,,,SAMN08582040,"Staphylococcus phage vB_SauM_0414_108, complete genome"
MH028956,,"Jin,X., Zhang,C., Wang,X., Zhong,J.",2018-04-03T00:00:00Z,Staphylococcus virus BS2,Baoshanvirus,Herelleviridae,dsDNA,149229,GenBank,complete,,,,China: Baoshan District of Shanghai,,Staphylococcus aureus,,,,"Staphylococcus phage phiSA_BS2, complete genome"
MG770897,,"Ji,J., Liu,Q., Wang,R., Luo,T., Guo,X., Xu,M., Yin,Q., Li,M., He,P.",2018-02-03T00:00:00Z,Staphylococcus phage SH-St 15644,Triavirus,Siphoviridae,dsDNA,45111,GenBank,complete,,,,China: Shanghai sewage,,Staphylococcus aureus,,,,"Staphylococcus phage SH-St 15644, complete genome"
MG766218,,"Gozdek,A., Glowacka-Rutkowska,A., Gawor,J., Empel,J., Gromadka,R., Lobocka,M.B.",2018-01-24T00:00:00Z,Staphylococcus virus phiAGO13,Rosenblumvirus,Podoviridae,dsDNA,17603,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauP_phiAGO1.3, complete genome"
MG766219,,"Gozdek,A., Glowacka-Rutkowska,A., Gawor,J., Empel,J., Gromadka,R., Lobocka,M.B.",2018-01-24T00:00:00Z,Staphylococcus phage vB_SauP_phiAGO1.9,Rosenblumvirus,Podoviridae,dsDNA,17637,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauP_phiAGO1.9, complete genome"
MG029509,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st5,Triavirus,Siphoviridae,dsDNA,44823,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2008,,"Staphylococcus phage phiSa2wa_st5, complete genome"
MG029510,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st22,Biseptimavirus,Siphoviridae,dsDNA,38576,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2007,,"Staphylococcus phage phiSa2wa_st22, complete genome"
MG029511,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st30,Triavirus,Siphoviridae,dsDNA,45780,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2002,,"Staphylococcus phage phiSa2wa_st30, complete genome"
MG029512,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st59,Biseptimavirus,Siphoviridae,dsDNA,42133,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2003,,"Staphylococcus phage phiSa2wa_st59, complete genome"
MG029513,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st72,Triavirus,Siphoviridae,dsDNA,47213,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2006,,"Staphylococcus phage phiSa2wa_st72, complete genome"
MG029514,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st78,Triavirus,Siphoviridae,dsDNA,45878,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2008,,"Staphylococcus phage phiSa2wa_st78, complete genome"
MG029515,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st80,Triavirus,Siphoviridae,dsDNA,45164,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2005,,"Staphylococcus phage phiSa2wa_st80, complete genome"
MG029516,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st93mssa,Triavirus,Siphoviridae,dsDNA,45913,GenBank,complete,,,1,Australia: remote Western Australia,,Staphylococcus aureus,,1995,,"Staphylococcus phage phiSa2wa_st93mssa, complete genome"
MG029517,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st93,Triavirus,Siphoviridae,dsDNA,45913,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,2003,,"Staphylococcus phage phiSa2wa_st93, complete genome"
MG029518,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2018-01-10T00:00:00Z,Staphylococcus phage phiSa2wa_st121mssa,Triavirus,Siphoviridae,dsDNA,45621,GenBank,complete,,,1,Australia: remote Western Australia,,Staphylococcus aureus,,1995,,"Staphylococcus phage phiSa2wa_st121mssa, complete genome"
MF580410,,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2017-10-28T00:00:00Z,Staphylococcus phage phiSa2wa_st1,Triavirus,Siphoviridae,dsDNA,45585,GenBank,complete,,,1,Australia: Western Australia,,Staphylococcus aureus,,1995,,"Staphylococcus phage phiSa2wa_st1, complete genome"
MG010123,,"Ganaie,M.Y., Qureshi,S., Gandham,R., Kashoo,Z., Wani,S., Maqbool,R., Sikander,P., Malla,W.A., Mondal,P., Khan,R.I.N.",2017-10-28T00:00:00Z,Staphylococcus phage SAJK-IND,Tequatrovirus,Myoviridae,dsDNA,32172,GenBank,partial,,,,India,,Staphylococcus aureus,,,,"Staphylococcus phage SAJK-IND, partial genome"
MF001365,,"Kim,D., Kim,Y.J., Han,B.K., Kim,H.",2017-09-16T00:00:00Z,Staphylococcus phage SA3,Kayvirus,Herelleviridae,dsDNA,142827,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SA3, partial genome"
MF001367,,"Kim,D., Kim,Y.J., Han,B.K., Kim,H.",2017-09-16T00:00:00Z,Staphylococcus phage SA4,,Podoviridae,dsDNA,10440,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SA4, partial genome"
MF398190,,"Leskinen,K., Tuomala,H., Wicklund,A., Horsma-Heikkinen,J., Kuusela,P., Skurnik,M., Kiljunen,S.",2017-08-15T00:00:00Z,Staphylococcus phage vB_SauM-fRuSau02,Kayvirus,Herelleviridae,dsDNA,148464,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauM-fRuSau02, complete genome"
KY794641,,"Abatangelo,V., Peressutti Bacci,N., Boncompain,C.A., Amadio,A.A., Carrasco,S., Suarez,C.A., Morbidoni,H.R., Boncompain,C., Amadio,A., Suarez,C., Morbidoni,H.",2017-08-03T00:00:00Z,Staphylococcus phage vB_Sau_CG,Kayvirus,Herelleviridae,dsDNA,142934,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_Sau_CG, complete genome"
KY794642,,"Abatangelo,V., Peressutti Bacci,N., Boncompain,C.A., Amadio,A.A., Carrasco,S., Suarez,C.A., Morbidoni,H.R., Boncompain,C., Amadio,A., Suarez,C., Morbidoni,H.",2017-08-03T00:00:00Z,Staphylococcus phage vB_Sau_Clo6,Kayvirus,Herelleviridae,dsDNA,143734,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_Sau_Clo6, complete genome"
KY794643,,"Abatangelo,V., Peressutti Bacci,N., Boncompain,C.A., Amadio,A.A., Carrasco,S., Suarez,C.A., Morbidoni,H.R., Boncompain,C., Amadio,A., Suarez,C., Morbidoni,H.",2017-08-03T00:00:00Z,Staphylococcus phage vB_Sau_S24,Kayvirus,Herelleviridae,dsDNA,139997,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_Sau_S24, complete genome"
KT809368,,"Kraushaar,B., Hammerl,J.A., Kienol,M., Heinig,M.L., Sperling,N., Dinh Thanh,M., Reetz,J., Jackel,C., Fetsch,A., Hertwig,S.",2017-05-24T00:00:00Z,Staphylococcus phage P282,Biseptimavirus,Siphoviridae,dsDNA,41960,GenBank,complete,,,1,Germany,,Staphylococcus aureus,,2015,,"Staphylococcus phage P282, complete genome"
KT809369,,"Kraushaar,B., Hammerl,J.A., Kienol,M., Heinig,M.L., Sperling,N., Dinh Thanh,M., Reetz,J., Jackel,C., Fetsch,A., Hertwig,S.",2017-05-24T00:00:00Z,Staphylococcus phage P630,Biseptimavirus,Siphoviridae,dsDNA,40448,GenBank,complete,,,1,Germany,,Staphylococcus aureus,,2015,,"Staphylococcus phage P630, complete genome"
KT878766,,"Kraushaar,B., Hammerl,J.A., Kienol,M., Heinig,M.L., Sperling,N., Dinh Thanh,M., Reetz,J., Jackel,C., Fetsch,A., Hertwig,S.",2017-05-24T00:00:00Z,Staphylococcus phage P1105,Biseptimavirus,Siphoviridae,dsDNA,42282,GenBank,complete,,,1,Germany,,Staphylococcus aureus,,2013,,"Staphylococcus phage P1105, complete genome"
KY056620,,"Kraushaar,B., Hammerl,J.A., Kienol,M., Heinig,M.L., Sperling,N., Dinh Thanh,M., Reetz,J., Jackel,C., Fetsch,A., Hertwig,S.",2017-05-24T00:00:00Z,Staphylococcus phage P240,Triavirus,Siphoviridae,dsDNA,45985,GenBank,complete,,,1,Germany,,Staphylococcus aureus,,2014,,"Staphylococcus phage P240, complete genome"
KY779848,,"Lv,X., Wang,J., Lin,H.",2017-05-20T00:00:00Z,Staphylococcus phage qdsa001,Silviavirus,Herelleviridae,dsDNA,135563,GenBank,complete,,,,China,,Staphylococcus aureus,,,,"Staphylococcus phage qdsa001, complete genome"
KY779849,,"Lv,X., Wang,J., Lin,H.",2017-05-20T00:00:00Z,Staphylococcus phage qdsa002,Kayvirus,Herelleviridae,dsDNA,142499,GenBank,complete,,,,China,,Staphylococcus aureus,,,,"Staphylococcus phage qdsa002, complete genome"
KY653123,,"Sun,Q., Zhang,X., Xing,S., Tong,Y.-G.",2017-05-06T00:00:00Z,Staphylococcus phage IME1361_01,Biseptimavirus,Siphoviridae,dsDNA,43516,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage IME1361_01, complete genome"
KY653125,,"Sun,Q., Zhang,X., Xing,S., Tong,Y.-G.",2017-05-06T00:00:00Z,Staphylococcus phage IME1346_01,Biseptimavirus,Siphoviridae,dsDNA,42689,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage IME1346_01, complete genome"
KY653128,,"Sun,Q., Zhang,X., Xing,S., Tong,Y.-G.",2017-05-06T00:00:00Z,Staphylococcus phage IME1364_01,,,unknown,12366,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage IME1364_01, complete genome"
KY695153,,"Kim,D.",2017-03-29T00:00:00Z,Staphylococcus phage SA7,Biseptimavirus,Siphoviridae,dsDNA,34730,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SA7, complete genome"
KY581279,,"Kim,S.G., Park,S.C.",2017-03-01T00:00:00Z,Staphylococcus phage pSa-3,Kayvirus,Herelleviridae,dsDNA,137836,GenBank,complete,,,,South Korea,,Staphylococcus aureus,,2016-06-13,,"Staphylococcus phage pSa-3, complete genome"
KX232515,,"Escobar-Perez,J., Reyes,N., Marquez-Ortiz,A., Rebollo,J., Pinzon,H., Tovar,C., Moreno,J.C., Corredor,Z.R., Castro,B.C., Moncada,M.G., Vanegas,N.G.",2017-01-24T00:00:00Z,Staphylococcus phage 3 AJ-2017,Biseptimavirus,Siphoviridae,dsDNA,43922,GenBank,complete,,,,Colombia,,Staphylococcus aureus,,,,"Staphylococcus phage 3 AJ-2017, complete genome"
KX532239,,"Senevirathne,A.N., Kim,K.P.",2017-01-18T00:00:00Z,Staphylococcus phage StAP1,Silviavirus,Herelleviridae,dsDNA,135502,GenBank,complete,,,,South Korea,,Staphylococcus aureus,,2013-04-04,,"Staphylococcus phage StAP1, complete genome"
KY000084,,"Aleshkin,A.V., Volozhantsev,N.V., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Popova,A.V., Svetoch,E.A.",2016-11-23T00:00:00Z,Staphylococcus virus SCH1,Rosenblumvirus,Podoviridae,dsDNA,18023,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SCH1, complete genome"
KY000085,,"Aleshkin,A.V., Volozhantsev,N.V., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Popova,A.V., Svetoch,E.A.",2016-11-23T00:00:00Z,Staphylococcus phage SCH111,Rosenblumvirus,Podoviridae,dsDNA,18018,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SCH111, complete genome"
KX156762,,"Zhang,X., Zhang,Q., Sun,Q., Xing,S., Gang,Q., Tong,Y.",2016-10-30T00:00:00Z,Staphylococcus phage vB_SauS_IMEP5,,Siphoviridae,dsDNA,44677,GenBank,complete,,,,China,,Staphylococcus aureus,,2015-10-10,,"Staphylococcus phage vB_SauS_IMEP5, complete genome"
KX130854,,"Togashi,A., Aung,M.S., Yoto,Y., Akane,Y., Tsugawa,T., Kawaguchiya,M., Tsutsumi,H., Kobayashi,N., Aung,M.",2016-10-10T00:00:00Z,Staphylococcus phage phiSa2usa,,,unknown,1279,GenBank,partial,,,1,Japan,,Staphylococcus aureus,,2015-11-11,,"Staphylococcus phage phiSa2usa ORF204-like protein and integrase (int) genes, partial cds"
KX130855,,"Togashi,A., Aung,M.S., Yoto,Y., Akane,Y., Tsugawa,T., Kawaguchiya,M., Tsutsumi,H., Kobayashi,N., Aung,M.",2016-10-10T00:00:00Z,Staphylococcus phage phiSa2usa,,,unknown,5189,GenBank,partial,,,1,Japan,,Staphylococcus aureus,,2015-11-11,,"Staphylococcus phage phiSa2usa ORF488-like protein gene, partial cds; and ORF59-like protein, ORF 99-like protein, holin, lysin, Panton-Valentine leukocidin LukS-PV (lukS-PV), and Panton-Valentine leukocidin LukF-PV (lukF-PV) genes, complete cds"
KM366100,,"Mandeville,R.",2016-07-03T00:00:00Z,Staphylococcus virus BP39,Rosenblumvirus,Podoviridae,dsDNA,17641,GenBank,complete,,,,Canada,,Staphylococcus aureus,,2002,,"Staphylococcus phage BP39, complete genome"
KU992911,,"Wang,Z., Zheng,P.",2016-06-02T00:00:00Z,Staphylococcus virus SLPW,Rosenblumvirus,Podoviridae,dsDNA,17861,GenBank,complete,,,,China,,Staphylococcus aureus,,2013-10,,"Staphylococcus phage SLPW, complete genome"
LC086374,,"Wan,T.W., Higuchi,W., Khokhlova,O.E., Hung,W.C., Iwao,Y., Wakayama,M., Inomata,N., Takano,T., Lin,Y.T., Peryanova,O.V., Kojima,K.K., Salmina,A.B., Teng,L.J., Yamamoto,T.",2016-04-02T00:00:00Z,Staphylococcus phage PVL-Sa2GN1,,,unknown,4348,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage PVL-Sa2GN1 proviral DNA, lukS-PV, lukF-PV genes, insertion sequence:IS1272, complete cds and complete sequence"
LC086375,,"Wan,T.W., Higuchi,W., Khokhlova,O.E., Hung,W.C., Iwao,Y., Wakayama,M., Inomata,N., Takano,T., Lin,Y.T., Peryanova,O.V., Kojima,K.K., Salmina,A.B., Teng,L.J., Yamamoto,T.",2016-04-02T00:00:00Z,Staphylococcus phage PVL-Sa2GN3,,,unknown,2514,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage PVL-Sa2GN3 proviral DNA, lukS-PV, lukF-PV genes, complete cds"
KP881332,,"Hsieh,S.E., Tseng,Y.H., Lo,H.H., Chen,S.T., Wu,C.N., Hsieh,S.-E., Wu,C.-N., Lo,H.-H., Chen,S.-T., Tseng,Y.-H.",2016-01-05T00:00:00Z,Staphylococcus virus Stau2,Silviavirus,Herelleviridae,dsDNA,133798,GenBank,complete,,,1,Taiwan: Taichung,,Staphylococcus aureus,,,,"Staphylococcus phage Stau2, complete genome"
KT344895,,"Varga,M., Pantucek,R., Ruzickova,V., Doskar,J.",2015-10-29T00:00:00Z,Staphylococcus phage phiJB,Phietavirus,Siphoviridae,dsDNA,43012,GenBank,complete,,,1,Czech Republic,,Staphylococcus aureus,,2011-08-01,,"Staphylococcus phage phiJB, complete genome"
KT186243,,"El Haddad,L., Roy,J.-P., Khalil,G.E., St-Gelais,D., Champagne,C.P., Labrie,S., Moineau,S.",2015-08-09T00:00:00Z,Staphylococcus phage vB_SauS_phi2,Triavirus,Siphoviridae,dsDNA,44222,GenBank,complete,,,,Canada,,Staphylococcus aureus,,2011-07,,"Staphylococcus phage vB_SauS_phi2, complete genome"
KR902361,,"Zhang,X.",2015-07-15T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,139750,GenBank,complete,,,,China,,Staphylococcus aureus,,2014-09-19,,"Staphylococcus phage IME-SA118, complete genome"
KR908644,,"Tong,Y., Zhang,X., Liu,X.",2015-07-15T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,141028,GenBank,complete,,,,China,,Staphylococcus aureus,,,,"Staphylococcus phage IME-SA119, complete genome"
KJ452291,,"Santiago-Rodriguez,T.M., Naidu,M., Jones,M.B., Ly,M., Pride,D.T.",2015-07-13T00:00:00Z,Staphylococcus phage 3MRA,Phietavirus,Siphoviridae,dsDNA,41931,GenBank,complete,,,1,USA,,Staphylococcus aureus,blood,,,"Staphylococcus phage 3MRA, complete genome"
