Experiment Accession	Experiment Title	Organism Name	Instrument	Submitter	Study Accession	Study Title	Sample Accession	Sample Title	Total Size, Mb	Total RUNs	Total Spots	Total Bases	Library Name	Library Strategy	Library Source	Library Selection	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryLayout	InsertSize	InsertDev	Platform	BioProject	Study_Pubmed_id	ProjectID	BioSample	SampleType	TaxID	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	+access	+submission_date	+publication_date	+last_update	altitude	env_feature	collection_date	sample number	sample_type	env_biome	lat_lon	geo_loc_name	isolation source	host	env_material
SRX3493107	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776709		5569.34	1	41628429	12241976380	xinexpo42_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399907	2018-09-20 00:09:48	2017-12-21 03:25:21	41628429	12241976380	41628429	294	5569	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399907.sralite.1	xinexpo42_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216028	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	122C60A9DDB4063FE56FA44D407F0D16	71BD1A29C6EC0A9070007DCA09B757AE	public	2017-12-20T15:50:14.096	2018-09-20T00:00:00.000	2021-02-28T05:15:13.191	14	air filter	2015-02-12	338	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3493106	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776711		5741.66	1	48744455	14346848114	xinexpo23_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399908	2018-09-20 00:09:48	2017-12-21 02:52:06	48744455	14346848114	48744455	294	5741	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399908.sralite.1	xinexpo23_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216027	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	36117FB895BFE3B9110466CFF2E9E258	3A37EDC8E627DAAC2FE7224AD54C0B34	public	2017-12-20T15:50:14.080	2018-09-20T00:00:00.000	2021-02-28T05:15:13.170	51	air filter	2015-02-10	337	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493105	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776706		5657.68	1	44200347	13038210023	xinexpo11_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399909	2018-09-20 00:09:48	2017-12-21 02:51:03	44200347	13038210023	44200347	294	5657	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399909.sralite.1	xinexpo11_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216026	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	76001F7FE9ECD5F4F8F97F96C65316C4	2D2DFDE5BE257FA54FF6D5A0766DB1AE	public	2017-12-20T15:50:14.066	2018-09-20T00:00:00.000	2021-02-28T05:15:13.148	51	air filter	2015-02-06	336	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493104	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776701		3938.74	1	31727799	9363401232	xinexpo15_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399910	2018-09-20 00:09:48	2017-12-20 20:16:31	31727799	9363401232	31727799	295	3938	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399910.sralite.1	xinexpo15_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216025	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D45F208BCEB9D8B4F6B0D515FB7C0E05	E69559636DC83B2B63DFC683ABE4380D	public	2017-12-20T15:50:14.053	2018-09-20T00:00:00.000	2021-02-28T05:15:13.126	14	air filter	2015-02-06	335	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3493103	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776826		5174.92	1	43203741	12596555277	xinexpo35_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399911	2018-09-20 00:09:48	2017-12-21 02:58:25	43203741	12596555277	43203741	291	5174	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399911.sralite.1	xinexpo35_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216024	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	44BC0D7E0B0FFFC440A526CEC1348CD6	4DAFE9DEB52710588E1C74A817946498	public	2017-12-20T15:50:14.040	2018-09-20T00:00:00.000	2021-02-28T05:15:13.105	17	air filter	2015-02-01	334	RNA	air filter	37.83655946 N 122.4802193 W	USA:california,San Francisco	missing	missing	air
SRX3493102	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776704		5409.45	1	44000870	12998779513	xinexpo19_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399912	2018-09-20 00:09:48	2017-12-21 02:56:05	44000870	12998779513	44000870	295	5409	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399912.sralite.1	xinexpo19_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216023	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	20C9442AC9E82AAE6AD810DF1AD05213	C9463BDB2B4B156B5F806176B3857961	public	2017-12-20T15:50:14.026	2018-09-20T00:00:00.000	2021-02-28T05:15:13.084	51	air filter	2015-01-29	333	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493101	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776702		6583.89	1	48024354	13791636422	xinexpo41_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399913	2018-09-20 00:09:48	2017-12-21 02:59:36	48024354	13791636422	48024354	287	6583	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399913.sralite.1	xinexpo41_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216022	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	976A522F5D357AC8BD993474893CCF39	40F139C16ED87D7257D557120C22569C	public	2017-12-20T15:50:14.013	2018-09-20T00:00:00.000	2021-02-28T05:15:13.063	123	air filter	2015-01-24	332	RNA	air filter	32.90161091 N 117.2441403 W	USA:california,San Diego	missing	missing	air
SRX3493100	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776703		4172.05	1	32687513	9640002637	xinexpo33_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399914	2018-09-20 00:09:48	2017-12-20 20:26:32	32687513	9640002637	32687513	294	4172	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399914.sralite.1	xinexpo33_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216021	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	EAA0E5797AE96A7ACECD3D9B7B9EF03E	A6731B4C6F6043C270977134624C41D3	public	2017-12-20T15:50:13.996	2018-09-20T00:00:00.000	2021-02-28T05:15:13.041	14	air filter	2015-01-26	331	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3493146	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776753		5052.74	1	41838172	11559105407	xinexpo29_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399868	2018-09-20 00:09:49	2017-12-21 03:05:58	41838172	11559105407	41838172	276	5052	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399868.sralite.1	xinexpo29_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216020	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	F7CDBEABE927DC43531BD94655606FD1	BE1E4799FD352D53FBB1D11CD0D3E053	public	2017-12-20T15:50:13.980	2018-09-20T00:00:00.000	2021-02-28T05:15:13.021	51	air filter	2015-01-22	330	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493147	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776747		5246.29	1	43148063	12557854476	xinexpo38_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399867	2018-09-20 00:09:49	2017-12-21 02:18:07	43148063	12557854476	43148063	291	5246	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399867.sralite.1	xinexpo38_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216019	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A93E7A56A4863BE69AEAEC8039D15118	730C66935589FC81A3500DC6490A48E2	public	2017-12-20T15:50:13.966	2018-09-20T00:00:00.000	2021-02-28T05:15:12.999	5	air filter	2015-01-13	329	RNA	air filter	29.26963621 N 94.82190697 W	USA:texas,Galveston	missing	missing	air
SRX3492743	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776342		7219.24	1	58401769	17149634938	xinexpo38_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399704	2018-09-20 00:09:39	2017-12-20 22:17:06	58401769	17149634938	58401769	293	7219	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399704.sralite.1	xinexpo38_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216018	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	372877AF2966BBBE7DC10EB7AD0FA6B1	4A6BFC5640AD1A97990B8EA3FD88EC2A	public	2017-12-20T15:50:13.953	2018-09-20T00:00:00.000	2021-02-28T05:15:12.978	51	air filter	2015-01-16	328	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492744	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776346		4119.79	1	33787569	9773156238	xinexpo17_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399703	2018-09-20 00:09:39	2017-12-20 23:08:31	33787569	9773156238	33787569	289	4119	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399703.sralite.1	xinexpo17_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216017	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	ED1ABE2B781C13D5D1C135163E0DB3E3	FAE8AF43E94EE7C1AA137B1AE3B77183	public	2017-12-20T15:50:13.940	2018-09-20T00:00:00.000	2021-02-28T05:15:12.957	189	air filter	2015-01-16	327	RNA	air filter	32.7556215 N 97.3324061 W	USA:texas,Fort Worth	missing	missing	air
SRX3492745	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776347		4250.3	1	32804154	9644885792	xinexpo01_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399702	2018-09-20 00:09:39	2017-12-20 23:13:09	32804154	9644885792	32804154	294	4250	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399702.sralite.1	xinexpo01_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216016	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6A219044485085DD74E5F4C96071455D	A43C804F6B32565EF78D66CBB7FAA842	public	2017-12-20T15:50:13.926	2018-09-20T00:00:00.000	2021-02-28T05:15:12.936	51	air filter	2015-01-08	326	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492746	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776349		5535.5	1	43394088	12550828081	xinexpo05_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399701	2018-09-20 00:09:39	2017-12-20 23:15:27	43394088	12550828081	43394088	289	5535	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399701.sralite.1	xinexpo05_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216015	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	FEEBBCE041794EF3D31780DD739E57A9	355C13AAEC3B953BFDB8AA5DE58FBF9E	public	2017-12-20T15:50:13.913	2018-09-20T00:00:00.000	2021-02-28T05:15:12.915	26	air filter	2015-01-05	325	RNA	air filter	40.1005156 N 75.4616527 W	USA:pennsylvania,King of Prussia	missing	missing	air
SRX3493148	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776750		4978.56	1	40493273	11962863197	xinexpo31_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399866	2018-09-20 00:09:49	2017-12-21 02:43:47	40493273	11962863197	40493273	295	4978	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399866.sralite.1	xinexpo31_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216014	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	E8F2CA46B42E51E7B646F182BB242A36	85DC8F9F14B959D77AD2BB58F90B043C	public	2017-12-20T15:50:13.900	2018-09-20T00:00:00.000	2021-02-28T05:15:12.893	49	air filter	2015-01-02	324	RNA	air filter	41.75736384 N 72.75577191 W	USA:connecticut,West Hartford	missing	missing	air
SRX3493149	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776749		4830.22	1	42336963	12417359053	xinexpo25_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399865	2018-09-20 00:09:49	2017-12-21 02:12:24	42336963	12417359053	42336963	293	4830	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399865.sralite.1	xinexpo25_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216013	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4EDC81F7AA3726BD6048F29375BE1C39	DA5005CFC8B3153CD751771047735429	public	2017-12-20T15:50:13.883	2018-09-20T00:00:00.000	2021-02-28T05:15:12.872	76	air filter	2014-12-29	323	RNA	air filter	40.24783815 N 75.58747128 W	USA:pennsylvania,Pottstown	missing	missing	air
SRX3492749	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776353		4822.31	1	39330942	11581028630	xinexpo13_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399698	2018-09-20 00:09:39	2017-12-20 22:58:13	39330942	11581028630	39330942	294	4822	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399698.sralite.1	xinexpo13_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216012	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	C48891C1A3B40C0311543E0B9CD2EDFB	A6A2DEA1C7EB04AD2910127F061EA8EE	public	2017-12-20T15:50:13.870	2018-09-20T00:00:00.000	2021-02-28T05:15:12.851	122	air filter	2014-12-27	322	RNA	air filter	40.6760925 N 75.2942097 W	USA:pennsylvania,Easton	missing	missing	air
SRX3492750	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776350		5542.68	1	43434063	12882067011	xinexpo03_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399697	2018-09-20 00:09:39	2017-12-20 23:08:57	43434063	12882067011	43434063	296	5542	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399697.sralite.1	xinexpo03_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216011	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5F28F3F49322396C0A2D48282F0BEB4E	101204B18CC70E5D57311C5C3678F8D5	public	2017-12-20T15:50:13.856	2018-09-20T00:00:00.000	2021-02-28T05:15:12.830	51	air filter	2014-12-22	321	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492793	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776394		7028.41	1	57516019	16888594354	xinexpo07_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399654	2018-09-20 00:09:40	2017-12-21 05:38:57	57516019	16888594354	57516019	293	7028	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399654.sralite.1	xinexpo07_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216010	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	2764AA3303CF4B2014E401EDA66117AA	AD55A097FDA47466B3C23F257434B5E0	public	2017-12-20T15:50:13.843	2018-09-20T00:00:00.000	2021-02-28T05:15:12.808	51	air filter	2014-12-19	320	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492792	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776392		5909.08	1	47817347	14075975357	xinexpo19_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399655	2018-09-20 00:09:40	2017-12-20 22:09:23	47817347	14075975357	47817347	294	5909	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399655.sralite.1	xinexpo19_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216009	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4909639638898DB5C48D6EC7A3F67360	C86123797DF3525644713CF7E6AE8F99	public	2017-12-20T15:50:13.830	2018-09-20T00:00:00.000	2021-02-28T05:15:12.787	14	air filter	2014-12-18	319	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3492785	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776384		6132.14	1	47495208	14070154785	xinexpo03_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399662	2018-09-20 00:09:40	2017-12-20 22:15:15	47495208	14070154785	47495208	296	6132	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399662.sralite.1	xinexpo03_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216008	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6AC48462E8EF4B7FFD00C03E042EED49	3EBBF21FF9E47FBFA0AC0CFED359A1D5	public	2017-12-20T15:50:13.816	2018-09-20T00:00:00.000	2021-02-28T05:15:12.757	51	air filter	2014-12-12	318	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492784	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776385		5123.4	1	44571360	13137103463	xinexpo21_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399663	2018-09-20 00:09:40	2017-12-20 22:27:16	44571360	13137103463	44571360	294	5123	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399663.sralite.1	xinexpo21_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216007	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	377E9EB81175616D55246E84D838DA89	998EDE8A120003DBA280734FCA8EED3C	public	2017-12-20T15:50:13.800	2018-09-20T00:00:00.000	2021-02-28T05:15:12.724	51	air filter	2014-12-08	317	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492787	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776388		5133.45	1	39791745	11744931359	xinexpo01_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399660	2018-09-20 00:09:40	2017-12-20 22:13:15	39791745	11744931359	39791745	295	5133	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399660.sralite.1	xinexpo01_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216006	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7772CF9D6B1E7DDFE29F422CCB38D2CD	650DEF8A3DAEC643480F6A20441C314F	public	2017-12-20T15:50:13.786	2018-09-20T00:00:00.000	2021-02-28T05:15:12.703	14	air filter	2014-12-08	316	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3492786	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776387		4827.8	1	39194199	11555556026	xinexpo15_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399661	2018-09-20 00:09:40	2017-12-20 22:15:41	39194199	11555556026	39194199	294	4827	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399661.sralite.1	xinexpo15_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216005	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	06E1C33935BD951B3C035DC4DA012512	304486F4A7D66343AD6250BFA2762195	public	2017-12-20T15:50:13.773	2018-09-20T00:00:00.000	2021-02-28T05:15:12.681	102	air filter	2014-12-04	315	RNA	air filter	38.99791635 N 77.09885595 W	USA:maryland,Bethesda	missing	missing	air
SRX3492789	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776393		2877.01	1	26051747	7699362474	xinexpo25_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399658	2018-09-20 00:09:40	2017-12-20 20:07:47	26051747	7699362474	26051747	295	2877	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399658.sralite.1	xinexpo25_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216004	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	FF93FF82F65EB025AAC16705C2C0EB61	818EEFAD61B3A0739C06937091C85648	public	2017-12-20T15:50:13.760	2018-09-20T00:00:00.000	2021-02-28T05:15:12.660	51	air filter	2014-12-01	314	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492788	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776389		4964.31	1	40868050	11954999712	xinexpo35_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399659	2018-09-20 00:09:40	2017-12-20 22:20:38	40868050	11954999712	40868050	292	4964	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399659.sralite.1	xinexpo35_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216003	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7CDC746E56B490CE9B28F12AA53A7787	28B5ED980344C2F0CBF0A7C75D0D50E2	public	2017-12-20T15:50:13.733	2018-09-20T00:00:00.000	2021-02-28T05:15:12.638	14	air filter	2014-12-01	313	RNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3492791	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776391		5288.37	1	45340897	13342438125	xinexpo23_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399656	2018-09-20 00:09:40	2017-12-20 22:04:24	45340897	13342438125	45340897	294	5288	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399656.sralite.1	xinexpo23_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216002	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9CB156D5CF3AC23007D3E9F3E71C58B4	2D994C522BFD16AEFE58E040A3942E20	public	2017-12-20T15:50:13.720	2018-09-20T00:00:00.000	2021-02-28T05:15:12.617	172	air filter	2014-12-01	312	RNA	air filter	37.804 N 121.939 W	USA:california,Danville	missing	missing	air
SRX3492790	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776390		6180.99	1	50642509	14982878934	xinexpo27_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399657	2018-09-20 00:09:40	2017-12-20 22:12:18	50642509	14982878934	50642509	295	6180	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399657.sralite.1	xinexpo27_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216001	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	E1AEFF2E692F6A111A724E0983C7C75C	39B89E0FD8E1957B60B5587E1E6B51F2	public	2017-12-20T15:50:13.706	2018-09-20T00:00:00.000	2021-02-28T05:15:12.596	51	air filter	2014-11-26	311	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
