"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3493004","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776605","","7704.58","1","73686461","21283115654","chaoexpo04_I15","WGS","METAGENOMIC","MDA"
"SRX3493003","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776603","","7568.12","1","57812423","16711061535","chaoexpo06_I12","WGS","METAGENOMIC","MDA"
"SRX3493002","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776602","","4473.03","1","33275496","9626855481","chaoexpo08_I5","WGS","METAGENOMIC","MDA"
"SRX3493001","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776601","","11513.33","1","94434206","28170090826","chaoexpo20_I15","WGS","METAGENOMIC","MDA"
"SRX3493000","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776600","","6666.34","1","50900494","15092261934","chaoexpo47_I5","WGS","METAGENOMIC","MDA"
"SRX3492999","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776597","","5756.3","1","53446995","15808680843","chaoexpo43_I15","WGS","METAGENOMIC","MDA"
"SRX3492998","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776599","","5642.3","1","62527744","18527290879","chaoexpo02_I15","WGS","METAGENOMIC","MDA"
"SRX3492997","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776594","","10096.74","1","85487132","25378877835","chaoexpo36_I12","WGS","METAGENOMIC","MDA"
"SRX3492996","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776598","","9028.05","1","82459340","24205745108","chaoexpo31_I12","WGS","METAGENOMIC","MDA"
"SRX3492995","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776596","","4809.18","1","45208197","13217043534","chaoexpo40_I6","WGS","METAGENOMIC","MDA"
"SRX3492994","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776595","","1745.52","1","15017638","4386554766","xinexpo19_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492993","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776591","","5150.35","1","41038123","12022202717","xinexpo45_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492992","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776592","","6247.74","1","56454879","16344220277","chaoexpo65_I5","WGS","METAGENOMIC","MDA"
"SRX3492991","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776593","","11875.54","1","91178352","26640290866","chaoexpo52_I12","WGS","METAGENOMIC","MDA"
"SRX3492990","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776589","","9312.04","1","74474666","21595816275","chaoexpo32_I15","WGS","METAGENOMIC","MDA"
"SRX3492989","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776588","","8370.72","1","65278442","19136604757","chaoexpo64_I15","WGS","METAGENOMIC","MDA"
"SRX3492988","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776590","","6855.9","1","56809950","16801258479","chaoexpo73_I12","WGS","METAGENOMIC","MDA"
"SRX3492987","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776587","","9763.8","1","75497489","22334537343","chaoexpo69_I5","WGS","METAGENOMIC","MDA"
"SRX3492986","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776585","","8763.7","1","68090439","20156504335","chaoexpo68_I15","WGS","METAGENOMIC","MDA"
"SRX3492985","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776586","","7732.05","1","62454784","18555777679","chaoexpo73_I6","WGS","METAGENOMIC","MDA"
"SRX3492984","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776584","","5588.89","1","46512674","13728804257","chaoexpo14_I15","WGS","METAGENOMIC","MDA"
"SRX3492983","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776583","","9709.76","1","75614307","22068784831","chaoexpo32_I12","WGS","METAGENOMIC","MDA"
"SRX3492982","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776582","","5111.22","1","39660282","11675872108","xinexpo34_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492981","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776581","","4604.86","1","38672454","11472140257","xinexpo30_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492980","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776580","","3144.87","1","34028058","9675456742","xinexpo26_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492979","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776579","","6086.5","1","47822570","14077676880","xinexpo12_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492978","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776577","","9943.06","1","74751346","21737588401","xinexpo40_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492977","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776576","","7198.27","1","55434719","16129280854","xinexpo47_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492976","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776575","","6710.91","1","49317518","14465589910","xinexpo43_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492975","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776574","","5032.91","1","41261975","12092542817","xinexpo31_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492974","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776573","","7685.8","1","59568097","17049282655","xinexpo36_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492973","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776572","","6103.52","1","51102509","15096813327","xinexpo28_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492972","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776571","","5551.81","1","42912566","12441956656","xinexpo05_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492971","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776570","","4487.65","1","34504343","10146816921","xinexpo17_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492970","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776569","","5169.74","1","41812966","12250498009","xinexpo15_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492969","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776568","","4927.57","1","40840409","12104240629","xinexpo37_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492968","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776565","","6964.57","1","57015422","15554299529","xinexpo01_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492967","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776567","","5169.14","1","43956634","12475665968","xinexpo35_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492966","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776566","","5396.01","1","42170873","12417477327","xinexpo29_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492965","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776563","","4597.41","1","38130900","11286867454","xinexpo09_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492964","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776564","","6511.56","1","52184124","15393856520","xinexpo38_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492963","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776561","","4675.21","1","37169462","10965236108","xinexpo33_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492962","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776562","","11029.19","1","98171796","29240227787","chaoexpo27_I15","WGS","METAGENOMIC","MDA"
"SRX3492961","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776560","","6493.52","1","49468670","14570143388","chaoexpo38_I15","WGS","METAGENOMIC","MDA"
"SRX3492960","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776558","","7925.05","1","70466130","20850420042","chaoexpo36_I5","WGS","METAGENOMIC","MDA"
"SRX3492959","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776559","","8134.28","1","65367859","19367599318","chaoexpo34_I5","WGS","METAGENOMIC","MDA"
"SRX3492958","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776557","","6495.44","1","86508964","25502129583","chaoexpo02_I5","WGS","METAGENOMIC","MDA"
"SRX3492957","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776555","","9169.66","1","77745048","23149351623","chaoexpo30_I5","WGS","METAGENOMIC","MDA"
"SRX3492956","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776556","","9295.59","1","73360592","21418073463","chaoexpo39_I5","WGS","METAGENOMIC","MDA"
"SRX3492955","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776554","","11849.94","1","94137393","27775493154","chaoexpo21_I12","WGS","METAGENOMIC","MDA"
"SRX3492954","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776553","","7820.86","1","78312866","22469104728","chaoexpo11_I12","WGS","METAGENOMIC","MDA"
"SRX3492953","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776552","","12281.82","1","98153683","28837912001","chaoexpo26_I5","WGS","METAGENOMIC","MDA"
"SRX3492952","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776551","","2543.37","1","18911023","5050601087","xinexpo78_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492951","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776550","","5830.67","1","40989438","11666441888","xinexpo61_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492950","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776549","","5260.72","1","37133513","10718376786","xinexpo61_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492949","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776546","","5751.46","1","40525417","11683034797","xinexpo61_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492948","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776548","","6305.61","1","45581711","12635541569","xinexpo61_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492947","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776547","","5334.3","1","38001058","10930082479","xinexpo60_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492946","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776545","","6954.86","1","52956583","15465877542","xinexpo66_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492945","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776544","","7001.95","1","51775524","14404919934","xinexpo60_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492944","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776543","","4988.13","1","36458762","10575831318","xinexpo60_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492943","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776542","","6834.94","1","49668835","14040592239","xinexpo59_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492942","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776541","","7320.25","1","56459550","16690464054","chaoexpo14_I12","WGS","METAGENOMIC","MDA"
"SRX3492941","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776540","","7171.77","1","57552896","16338609512","chaoexpo12_I15","WGS","METAGENOMIC","MDA"
"SRX3492940","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776539","","6460.62","1","66921722","19743432986","chaoexpo32_I5","WGS","METAGENOMIC","MDA"
"SRX3492939","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776538","","12304.08","1","98039756","28353789919","chaoexpo51_I12","WGS","METAGENOMIC","MDA"
"SRX3492938","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776536","","11559.1","1","96676101","28693483947","chaoexpo56_I6","WGS","METAGENOMIC","MDA"
"SRX3492937","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776537","","6102.44","1","44649942","12842424163","chaoexpo51_I15","WGS","METAGENOMIC","MDA"
"SRX3492936","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776534","","5804.71","1","47358601","14071217219","chaoexpo74_I6","WGS","METAGENOMIC","MDA"
"SRX3492935","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776535","","6873.6","1","59583085","17693350270","chaoexpo74_I12","WGS","METAGENOMIC","MDA"
"SRX3492934","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776533","","10903.01","1","94876794","28090915163","chaoexpo56_I12","WGS","METAGENOMIC","MDA"
"SRX3492933","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776531","","4918.82","1","39560813","11496592601","chaoexpo22_I15","WGS","METAGENOMIC","MDA"
"SRX3492932","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776530","","5701.11","1","43797938","12935063506","chaoexpo61_I5","WGS","METAGENOMIC","MDA"
"SRX3492931","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776532","","10030.45","1","80187042","23946644866","chaoexpo61_I6","WGS","METAGENOMIC","MDA"
"SRX3492930","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776529","","9657.15","1","78198303","22839079285","chaoexpo66_I6","WGS","METAGENOMIC","MDA"
"SRX3492929","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776528","","8040.64","1","62191798","18328154132","chaoexpo60_I15","WGS","METAGENOMIC","MDA"
"SRX3492928","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776527","","9584.71","1","82716005","24368684665","chaoexpo28_I15","WGS","METAGENOMIC","MDA"
"SRX3492927","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776526","","8573.65","1","66800060","19482986018","chaoexpo66_I12","WGS","METAGENOMIC","MDA"
"SRX3492926","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776525","","6720.34","1","52821856","15718616488","chaoexpo61_I12","WGS","METAGENOMIC","MDA"
"SRX3492925","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776524","","10308.51","1","79240560","23408920778","chaoexpo61_I15","WGS","METAGENOMIC","MDA"
"SRX3492924","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776523","","8467.13","1","69905500","20619394881","chaoexpo55_I15","WGS","METAGENOMIC","MDA"
"SRX3492923","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776521","","8386.07","1","65439164","19380288830","chaoexpo22_I12","WGS","METAGENOMIC","MDA"
"SRX3492922","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776522","","7422.73","1","55234673","16251368256","chaoexpo67_I12","WGS","METAGENOMIC","MDA"
"SRX3492921","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776520","","6413.11","1","64242446","18626315559","chaoexpo66_I15","WGS","METAGENOMIC","MDA"
"SRX3492920","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776652","","9052.71","1","68493408","20255864965","chaoexpo48_I6","WGS","METAGENOMIC","MDA"
"SRX3492919","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776518","","11018.13","1","97070082","28681095752","chaoexpo55_I6","WGS","METAGENOMIC","MDA"
"SRX3492918","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776519","","11441.01","1","98285996","29261905892","chaoexpo44_I12","WGS","METAGENOMIC","MDA"
"SRX3492917","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776516","","8205.42","1","72824479","21471038372","chaoexpo55_I12","WGS","METAGENOMIC","MDA"
"SRX3492916","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776517","","6000.25","1","47392897","13991438433","xinexpo06_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492915","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776514","","6462.18","1","53683612","15788135140","xinexpo07_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492914","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776515","","7016.17","1","52706260","15455448754","xinexpo42_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492913","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776510","","5265.93","1","41084111","12037841713","xinexpo24_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492912","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776513","","5897.49","1","46929231","13667390201","xinexpo11_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492911","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776512","","5637.88","1","45664572","13468727557","xinexpo09_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492910","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776508","","3771.07","1","30517455","8989470716","xinexpo16_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492909","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776511","","4250.81","1","40036275","11444666215","xinexpo26_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492908","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776509","","5317.79","1","45572385","13347769291","xinexpo23_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492907","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776506","","7127.34","1","52598999","15429749524","xinexpo41_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492906","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776507","","8363.06","1","64290948","18635333535","xinexpo17_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492905","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776503","","5563.96","1","44742783","12435683303","xinexpo29_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492904","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776505","","4734.3","1","38494742","11295298444","xinexpo46_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492903","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776502","","7551.25","1","56784445","16743430427","xinexpo42_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492902","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776504","","4613.24","1","36504605","10628796704","xinexpo33_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492901","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776500","","4862.24","1","37772300","11082348191","xinexpo45_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492900","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776501","","5831.5","1","43780070","11714356987","xinexpo78_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492899","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776498","","8129.6","1","60615298","16314808637","xinexpo78_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492898","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776497","","6677.09","1","50818881","14334959739","xinexpo65_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492897","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776499","","4878.25","1","33301164","9670479660","xinexpo69_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492896","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776495","","6447.47","1","49596147","14531395759","xinexpo52_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492895","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776494","","5504.43","1","39226944","10989962853","xinexpo69_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492894","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776496","","5008.81","1","37245233","10345852800","xinexpo64_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492893","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776493","","4233.25","1","36869824","9862376840","xinexpo65_I5","WGS","METATRANSCRIPTOMIC","cDNA"
